ticker,exchange,volatility_1y,last_close,observations,lookback_period,as_of_date,avg_dollar_volume_63d,rank_within_exchange,global_rank
CRNX,NASDAQ,0.7058665748820706,35.58000183105469,249,1y,2024-01-01,28188563.193142604,81,89
ATAT,NASDAQ,0.7049465144299563,16.60431480407715,249,1y,2024-01-01,7877449.933995141,82,90
AMRX,NASDAQ,0.7014836318189287,6.070000171661377,249,1y,2024-01-01,6267998.185941151,83,92
ACMR,NASDAQ,0.7004477845973229,19.540000915527344,249,1y,2024-01-01,20073457.4232495,84,93
KYMR,NASDAQ,0.6897959001953278,25.459999084472656,249,1y,2024-01-01,16597657.846300943,85,95
BLBD,NASDAQ,0.6873943779568739,26.959999084472656,249,1y,2024-01-01,9319916.20186397,86,96
METC,NASDAQ,0.6818500854888142,16.295976638793945,249,1y,2024-01-01,18523116.65826637,87,97
EYE,NASDAQ,0.6791523849421717,20.93000030517578,249,1y,2024-01-01,24022331.049029034,88,98
GDRX,NASDAQ,0.6777412189390218,6.699999809265137,249,1y,2024-01-01,8144946.696825633,89,99
HRMY,NASDAQ,0.6725404568754302,32.29999923706055,249,1y,2024-01-01,20020482.369480435,90,101
GDS,NASDAQ,0.6718333208175155,9.119999885559082,249,1y,2024-01-01,8010680.693526495,91,102
KRUS,NASDAQ,0.6700530476401816,76.0,249,1y,2024-01-01,7747401.753495231,92,103
AMCX,NASDAQ,0.6678970277001358,18.790000915527344,249,1y,2024-01-01,7401548.587425171,93,104
DLO,NASDAQ,0.6655064375948324,16.86520004272461,249,1y,2024-01-01,15972257.528485192,94,105
ARRY,NASDAQ,0.6638127105561686,16.799999237060547,249,1y,2024-01-01,101040902.55769245,95,106
MRVI,NASDAQ,0.6634886002221791,6.550000190734863,249,1y,2024-01-01,16024127.624671422,96,107
NEO,NASDAQ,0.6528725427045283,16.18000030517578,249,1y,2024-01-01,18014539.5862761,97,108
ARWR,NASDAQ,0.6467554953011174,30.600000381469727,249,1y,2024-01-01,32544206.998364888,98,109
ESTA,NASDAQ,0.6387315137985513,25.889999389648438,249,1y,2024-01-01,15741040.742026435,99,111
HPK,NASDAQ,0.6342309690846915,13.840435028076172,249,1y,2024-01-01,5839967.857562171,100,112
CMRC,NASDAQ,0.6340740810655366,9.729999542236328,249,1y,2024-01-01,6253435.157551841,101,113
APP,NASDAQ,0.6316114528530432,39.849998474121094,249,1y,2024-01-01,108919032.12286934,102,115
